t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
4.14,-4.2026,-5.7899,1.404,0.078151,0.56784,0.17854,0.79973,6.8936,2.9024,-4.043,-0.71493,-0.61472,-0.31864,30.03,2.4947,1.193,0,0,0,6.8525,6.8536,6.8022,6.7582,-12.626,13.614,24.009,1.1689,203.42,-105.24
4.15,-4.1322,-5.7607,1.3637,0.072703,0.5652,0.17614,0.80264,7.1932,2.9281,-4.0299,-0.76353,-0.57982,-0.36289,29.903,2.6412,1.4288,0,0,0,6.8569,6.8433,6.7929,6.7523,-12.74,15.713,23.262,-25.03,216.2,-43.178
4.16,-4.0587,-5.7313,1.3234,0.066908,0.5626,0.17375,0.80549,7.4916,2.9553,-4.0144,-0.82434,-0.56566,-0.40972,29.774,2.8093,1.6604,0,0,0,6.8619,6.8323,6.7833,6.7476,-13.145,17.931,23.165,-56.826,227.03,24.612
4.17,-3.9823,-5.7016,1.2834,0.060704,0.55993,0.17134,0.80835,7.7887,2.9844,-3.9967,-0.89687,-0.5749,-0.45878,29.639,3.0001,1.8945,0,0,0,6.8671,6.8207,6.7735,6.7441,-13.893,20.247,23.766,-93.559,235.82,95.994
4.18,-3.903,-5.6716,1.2435,0.054035,0.55709,0.1689,0.8113,8.0844,3.0154,-3.9765,-0.98024,-0.6096,-0.50967,29.495,3.2145,2.1381,0,0,0,6.8723,6.8087,6.7636,6.7417,-15.031,22.64,25.09,-134.57,242.48,168.83
4.19,-3.8206,-5.6413,1.2039,0.046853,0.55396,0.1664,0.8144,8.3786,3.0487,-3.9538,-1.0732,-0.67125,-0.562,29.337,3.4531,2.3987,0,0,0,6.8772,6.7965,6.7536,6.7404,-16.597,25.089,27.14,-179.2,246.91,240.98
4.2,-3.7354,-5.6106,1.1644,0.039124,0.55041,0.16382,0.81773,8.6711,3.0846,-3.9285,-1.174,-0.76071,-0.61532,29.162,3.7164,2.6833,0,0,0,6.8816,6.7844,6.7435,6.74,-18.624,27.571,29.9,-226.79,249.02,310.31
4.21,-3.6472,-5.5796,1.1253,0.030824,0.54632,0.16116,0.82135,8.9617,3.1231,-3.9001,-1.2808,-0.8782,-0.66917,28.963,4.0046,2.9989,0,0,0,6.8852,6.7725,6.7336,6.7407,-21.14,30.062,33.33,-276.68,248.71,374.68
4.22,-3.5562,-5.5482,1.0865,0.021951,0.54155,0.15842,0.82532,9.2502,3.1647,-3.8684,-1.3913,-1.0232,-0.72309,28.737,4.3176,3.3519,0,0,0,6.8878,6.7611,6.7238,6.7422,-24.164,32.537,37.37,-328.22,245.89,431.95
4.23,-3.4622,-5.5163,1.0479,0.012519,0.53597,0.1556,0.82968,9.5363,3.2096,-3.8329,-1.5029,-1.1946,-0.77656,28.478,4.6552,3.7481,0,0,0,6.8892,6.7505,6.7145,6.7447,-27.708,34.971,41.938,-380.74,240.45,479.99
4.24,-3.3654,-5.4839,1.0098,0.0025627,0.52946,0.15272,0.83447,9.8197,3.2579,-3.7932,-1.6131,-1.3901,-0.8291,28.181,5.0168,4.1921,0,0,0,6.8894,6.741,6.7059,6.748,-31.779,37.337,46.932,-433.58,232.31,516.66
4.25,-3.2658,-5.4511,0.97209,-0.0078644,0.52191,0.14983,0.8397,10.1,3.31,-3.7489,-1.7192,-1.6071,-0.88022,27.841,5.4016,4.6877,0,0,0,6.8883,6.733,6.6984,6.7521,-36.378,39.607,52.226,-486.08,221.36,539.82
4.26,-3.1635,-5.4177,0.93485,-0.01869,0.51322,0.14695,0.84538,10.376,3.366,-3.6993,-1.8188,-1.8417,-0.92942,27.452,5.8085,5.2372,0,0,0,6.886,6.7269,6.6923,6.7571,-41.498,41.754,57.676,-537.59,207.52,547.33
4.27,-3.0583,-5.3838,0.89813,-0.029828,0.50331,0.14416,0.85147,10.649,3.4262,-3.644,-1.9097,-2.0892,-0.97627,27.009,6.2362,5.8412,0,0,0,6.8827,6.7231,6.688,6.7629,-47.125,43.748,63.114,-587.45,190.68,537.06
4.28,-2.9505,-5.3492,0.86199,-0.041182,0.49211,0.14152,0.85796,10.916,3.4908,-3.5823,-1.9904,-2.3442,-1.0204,26.508,6.6829,6.4988,0,0,0,6.8786,6.7219,6.6861,6.7694,-53.239,45.558,68.351,-635,170.76,506.98
4.29,-2.84,-5.3139,0.8265,-0.052652,0.47961,0.13908,0.86479,11.179,3.5599,-3.5138,-2.0598,-2.6009,-1.0614,25.943,7.1466,7.2069,0,0,0,6.8741,6.7235,6.6868,6.7766,-59.815,47.153,73.188,-679.59,147.93,457.36
4.3,-2.727,-5.278,0.79174,-0.064142,0.46579,0.13693,0.87188,11.435,3.6338,-3.438,-2.1179,-2.8539,-1.0993,25.31,7.6251,7.9606,0,0,0,6.87,6.7278,6.69,6.7845,-66.819,48.508,77.44,-720.59,122.53,390.46
4.31,-2.6113,-5.2413,0.75777,-0.075564,0.45069,0.13511,0.87916,11.685,3.7125,-3.3545,-2.1652,-3.0984,-1.134,24.605,8.1159,8.7532,0,0,0,6.8667,6.7347,6.6958,6.793,-74.212,49.597,80.947,-757.38,94.955,308.64
4.32,-2.4933,-5.2037,0.72467,-0.086844,0.43433,0.13368,0.88654,11.927,3.7961,-3.2628,-2.2033,-3.331,-1.1657,23.825,8.6161,9.5766,0,0,0,6.8646,6.7439,6.7038,6.802,-81.95,50.401,83.571,-789.32,65.571,214.26
4.33,-2.3728,-5.1653,0.69254,-0.097926,0.41677,0.13269,0.89393,12.161,3.8848,-3.1629,-2.2337,-3.5489,-1.1946,22.965,9.1229,10.421,0,0,0,6.8641,6.755,6.7136,6.8114,-89.98,50.903,85.198,-815.77,34.754,109.67
4.34,-2.2501,-5.126,0.66145,-0.10877,0.39809,0.13215,0.90124,12.386,3.9786,-3.0544,-2.2587,-3.7503,-1.2211,22.024,9.6331,11.277,0,0,0,6.8652,6.7674,6.7249,6.8209,-98.245,51.092,85.738,-836.12,2.877,-2.7908
4.35,-2.1252,-5.0857,0.63148,-0.11936,0.37836,0.1321,0.90837,12.601,4.0775,-2.9373,-2.2805,-3.9347,-1.2458,21,10.144,12.132,0,0,0,6.8679,6.7805,6.737,6.8304,-106.68,50.959,85.124,-849.73,-29.684,-120.76
4.36,-1.9981,-5.0444,0.60273,-0.12968,0.35766,0.13254,0.91526,12.806,4.1815,-2.8118,-2.3013,-4.1022,-1.269,19.89,10.651,12.975,0,0,0,6.8719,6.7938,6.7492,6.8394,-115.22,50.498,83.313,-855.97,-62.556,-241.88
4.37,-1.8691,-5.0021,0.57527,-0.13974,0.33607,0.13348,0.9218,12.999,4.2905,-2.6779,-2.3234,-4.2537,-1.2913,18.695,11.153,13.794,0,0,0,6.8767,6.8065,6.7608,6.8475,-123.77,49.708,80.284,-854.2,-95.365,-363.81
4.38,-1.7382,-4.9586,0.5492,-0.14957,0.31365,0.13492,0.92793,13.179,4.4045,-2.536,-2.3487,-4.3909,-1.3132,17.415,11.644,14.577,0,0,0,6.8818,6.8178,6.771,6.8543,-132.27,48.592,76.042,-843.8,-127.74,-484.19
4.39,-1.6055,-4.914,0.52458,-0.1592,0.29047,0.13684,0.93357,13.347,4.5233,-2.3865,-2.379,-4.5157,-1.3351,16.05,12.123,15.311,0,0,0,6.8866,6.8271,6.7792,6.8594,-140.62,47.156,70.613,-824.14,-159.29,-600.67
4.4,-1.4713,-4.8681,0.50149,-0.16866,0.26659,0.13924,0.93867,13.5,4.6469,-2.23,-2.4158,-4.63,-1.3575,14.603,12.586,15.986,0,0,0,6.8903,6.8337,6.7846,6.8623,-148.72,45.41,64.049,-794.58,-189.67,-710.9
4.41,-1.3356,-4.821,0.48,-0.17799,0.24205,0.14212,0.94315,13.638,4.775,-2.067,-2.46,-4.7359,-1.3805,13.077,13.03,16.589,0,0,0,6.8922,6.8372,6.7869,6.8627,-156.47,43.368,56.424,-754.5,-218.48,-812.53
4.42,-1.1986,-4.7726,0.46017,-0.18723,0.2169,0.14547,0.94696,13.761,4.9074,-1.8985,-2.5123,-4.8349,-1.4045,11.475,13.453,17.111,0,0,0,6.8916,6.8373,6.7858,6.8603,-163.77,41.047,47.835,-703.26,-245.35,-903.2
4.43,-1.0604,-4.7229,0.44205,-0.19644,0.19117,0.14929,0.95004,13.868,5.044,-1.7251,-2.573,-4.9282,-1.4292,9.8036,13.851,17.543,0,0,0,6.8877,6.834,6.7812,6.8551,-170.5,38.468,38.404,-640.23,-269.92,-980.56
4.44,-0.92129,-4.6717,0.42568,-0.20564,0.16491,0.15358,0.95233,13.957,5.1844,-1.548,-2.6416,-5.0158,-1.4546,8.0678,14.221,17.877,0,0,0,6.8803,6.8274,6.7735,6.8473,-176.54,35.657,28.276,-564.79,-291.81,-1042.3
4.45,-0.78135,-4.6192,0.4111,-0.21488,0.13815,0.15833,0.95377,14.029,5.3283,-1.368,-2.7171,-5.0969,-1.4801,6.2756,14.563,18.106,0,0,0,6.8688,6.8181,6.7634,6.8372,-181.75,32.642,17.618,-476.72,-310.7,-1086.5
4.46,-0.64078,-4.5651,0.39832,-0.22418,0.11095,0.16356,0.9543,14.082,5.4755,-1.1862,-2.798,-5.1695,-1.5052,4.4358,14.874,18.228,0,0,0,6.8537,6.8068,6.7515,6.8255,-186.03,29.453,6.6031,-377.63,-326.6,-1113.7
4.47,-0.49976,-4.5096,0.38737,-0.23357,0.083384,0.16926,0.95386,14.117,5.6257,-1.0038,-2.8827,-5.2313,-1.5289,2.5584,15.152,18.238,0,0,0,6.8353,6.7943,6.7389,6.8128,-189.28,26.12,-4.6023,-269.6,-339.57,-1124.8
4.48,-0.35849,-4.4526,0.37825,-0.24307,0.055534,0.17543,0.9524,14.133,5.7784,-0.82181,-2.9694,-5.279,-1.5507,0.65402,15.396,18.136,0,0,0,6.8146,6.7817,6.7267,6.8,-191.4,22.671,-15.844,-154.7,-349.68,-1121.1
4.49,-0.21716,-4.3941,0.37093,-0.25269,0.02751,0.18207,0.94986,14.13,5.9335,-0.64143,-3.0559,-5.3095,-1.5697,-1.2658,15.605,17.921,0,0,0,6.7925,6.7699,6.7157,6.788,-192.35,19.136,-26.977,-35.034,-357,-1103.4
4.5,-0.075946,-4.3339,0.36541,-0.26245,-0.00055873,0.18915,0.94623,14.108,6.0904,-0.46375,-3.1405,-5.3195,-1.585,-3.189,15.778,17.597,0,0,0,6.7699,6.7598,6.707,6.7776,-192.09,15.54,-37.868,87.331,-361.59,-1072.8
4.51,0.064944,-4.2722,0.36165,-0.27235,-0.028529,0.19667,0.94145,14.067,6.2489,-0.28985,-3.221,-5.3063,-1.596,-5.1036,15.915,17.165,0,0,0,6.748,6.7521,6.7012,6.7696,-190.61,11.913,-48.393,210.31,-363.53,-1030.4
4.52,0.20532,-4.209,0.3596,-0.28239,-0.056242,0.20459,0.93554,14.006,6.4086,-0.12079,-3.2956,-5.2676,-1.6021,-6.9971,16.016,16.631,0,0,0,6.7278,6.7473,6.6988,6.7646,-187.89,8.2784,-58.439,331.82,-362.89,-977.17
4.53,0.345,-4.1441,0.35921,-0.29259,-0.083531,0.21287,0.92849,13.927,6.5691,0.042432,-3.3624,-5.202,-1.6028,-8.8574,16.081,15.998,0,0,0,6.7101,6.7458,6.7002,6.7629,-183.98,4.6633,-67.904,449.77,-359.73,-914.22
4.54,0.4838,-4.0776,0.36042,-0.30294,-0.11023,0.22147,0.92034,13.829,6.7301,0.19887,-3.4199,-5.1092,-1.5978,-10.673,16.11,15.275,0,0,0,6.6956,6.7476,6.7051,6.7648,-178.92,1.092,-76.695,562.1,-354.12,-842.56
4.55,0.62153,-4.0095,0.36316,-0.31345,-0.13617,0.23034,0.91113,13.714,6.8912,0.34765,-3.4668,-4.9898,-1.5871,-12.432,16.103,14.467,0,0,0,6.6847,6.7525,6.7133,6.77,-172.77,-2.4112,-84.729,666.71,-346.14,-763.24
4.56,0.75801,-3.9398,0.36735,-0.32409,-0.16121,0.23942,0.90092,13.581,7.0521,0.48795,-3.5019,-4.8456,-1.5707,-14.125,16.062,13.583,0,0,0,6.6777,6.7603,6.7243,6.7783,-165.62,-5.823,-91.937,761.52,-335.84,-677.29
4.57,0.89309,-3.8684,0.37289,-0.33487,-0.1852,0.24864,0.8898,13.431,7.2123,0.61908,-3.5245,-4.6791,-1.5492,-15.741,15.987,12.631,0,0,0,6.6745,6.7702,6.7372,6.7891,-157.57,-9.1206,-98.257,844.45,-323.31,-585.76
4.58,1.0266,-3.7955,0.3797,-0.34577,-0.20803,0.25793,0.87786,13.266,7.3717,0.74038,-3.5341,-4.4939,-1.523,-17.274,15.88,11.621,0,0,0,6.6748,6.7817,6.7512,6.8016,-148.77,-12.282,-103.64,913.41,-308.6,-489.7
4.59,1.1584,-3.721,0.38766,-0.35677,-0.22963,0.26724,0.8652,13.086,7.5298,0.85133,-3.5303,-4.2939,-1.4928,-18.715,15.742,10.562,0,0,0,6.6782,6.7941,6.7652,6.815,-139.36,-15.286,-108.04,966.34,-291.79,-390.13
4.6,1.2883,-3.6449,0.39669,-0.36784,-0.24991,0.27649,0.85193,12.892,7.6864,0.95149,-3.5132,-4.0833,-1.4598,-20.06,15.575,9.4635,0,0,0,6.6839,6.8067,6.7783,6.8285,-129.51,-18.111,-111.43,1001.2,-272.95,-288.11
4.61,1.4162,-3.5673,0.40666,-0.37896,-0.26887,0.28563,0.83816,12.685,7.8412,1.0405,-3.4828,-3.8666,-1.4249,-21.304,15.38,8.3365,0,0,0,6.6913,6.819,6.7898,6.8413,-119.4,-20.738,-113.8,1017.1,-252.23,-184.65
4.62,1.5419,-3.4881,0.41746,-0.39009,-0.28647,0.29459,0.824,12.466,7.994,1.1182,-3.4388,-3.6475,-1.389,-22.447,15.161,7.191,0,0,0,6.6993,6.8306,6.7993,6.8529,-109.22,-23.15,-115.12,1015.9,-229.93,-80.759
4.63,1.6655,-3.4074,0.42898,-0.40117,-0.30274,0.30333,0.80957,12.237,8.1444,1.1843,-3.3808,-3.429,-1.3532,-23.489,14.918,6.0374,0,0,0,6.707,6.841,6.8065,6.863,-99.132,-25.333,-115.41,999.39,-206.36,22.587
4.64,1.7866,-3.3252,0.44111,-0.41216,-0.31771,0.3118,0.79496,11.997,8.2922,1.2389,-3.3081,-3.2137,-1.3178,-24.431,14.655,4.8861,0,0,0,6.7137,6.8502,6.8113,6.8713,-89.278,-27.275,-114.68,969.31,-181.83,124.39
4.65,1.9054,-3.2416,0.45372,-0.42299,-0.33141,0.31996,0.7803,11.748,8.4374,1.2821,-3.22,-3.0034,-1.2835,-25.276,14.373,3.7473,0,0,0,6.719,6.8579,6.8137,6.8779,-79.785,-28.967,-112.93,927.56,-156.65,223.68
4.66,2.0216,-3.1565,0.46671,-0.43358,-0.3439,0.32778,0.7657,11.492,8.5797,1.3139,-3.1157,-2.7997,-1.2504,-26.028,14.076,2.6307,0,0,0,6.7226,6.8641,6.814,6.8827,-70.76,-30.406,-110.21,875.98,-131.14,319.44
4.67,2.1352,-3.07,0.47996,-0.44387,-0.35522,0.33525,0.75126,11.228,8.7189,1.3348,-2.9944,-2.6039,-1.2188,-26.693,13.766,1.5461,0,0,0,6.7245,6.8688,6.8123,6.8859,-62.292,-31.59,-106.56,816.41,-105.6,410.7
4.68,2.2461,-2.9821,0.49337,-0.45378,-0.36545,0.34236,0.7371,10.958,8.855,1.345,-2.8556,-2.4169,-1.1887,-27.276,13.445,0.50248,0,0,0,6.7246,6.8721,6.8089,6.8876,-54.452,-32.519,-102.02,750.7,-80.345,496.46
4.69,2.3543,-2.8929,0.50683,-0.46322,-0.37465,0.34909,0.72333,10.683,8.9878,1.345,-2.6992,-2.2396,-1.1601,-27.784,13.117,-0.49154,0,0,0,6.7231,6.8741,6.8042,6.8882,-47.292,-33.199,-96.652,680.68,-55.688,575.74
4.7,2.4598,-2.8024,0.52024,-0.47211,-0.38288,0.35546,0.71005,10.403,9.1173,1.3353,-2.5251,-2.0727,-1.1327,-28.224,12.782,-1.428,0,0,0,6.7204,6.875,6.7988,6.8879,-40.847,-33.636,-90.529,608.19,-31.939,647.54
4.71,2.5624,-2.7106,0.5335,-0.48037,-0.3902,0.36148,0.69736,10.119,9.2434,1.3167,-2.3339,-1.9165,-1.1062,-28.603,12.445,-2.2999,0,0,0,6.7167,6.8747,6.793,6.887,-35.131,-33.842,-83.73,535.08,-9.4099,710.89
4.72,2.6621,-2.6175,0.54654,-0.48794,-0.39669,0.3672,0.68536,9.8309,9.3662,1.2896,-2.1268,-1.7713,-1.0805,-28.929,12.106,-3.1007,0,0,0,6.7123,6.8736,6.7872,6.8856,-30.141,-33.83,-76.343,463.2,11.589,764.78
4.73,2.759,-2.5233,0.55927,-0.49475,-0.4024,0.37263,0.67413,9.5402,9.4855,1.2549,-1.9054,-1.6372,-1.055,-29.209,11.769,-3.8251,0,0,0,6.7077,6.8716,6.7821,6.884,-25.856,-33.616,-68.469,394.38,30.745,808.22
4.74,2.8529,-2.4278,0.57162,-0.50074,-0.40737,0.37782,0.66374,9.2468,9.6015,1.2134,-1.672,-1.5139,-1.0293,-29.449,11.434,-4.4688,0,0,0,6.7033,6.869,6.7779,6.8823,-22.237,-33.222,-60.217,330.46,47.748,840.24
4.75,2.9439,-2.3312,0.58352,-0.50589,-0.41168,0.38282,0.65425,8.9513,9.7142,1.1658,-1.4294,-1.4011,-1.0031,-29.655,11.105,-5.0286,0,0,0,6.6995,6.8659,6.7751,6.8807,-19.225,-32.669,-51.706,273.29,62.287,859.84
4.76,3.0319,-2.2335,0.59492,-0.51017,-0.41534,0.38769,0.64569,8.6538,9.8237,1.1131,-1.181,-1.2983,-0.97602,-29.835,10.782,-5.5025,0,0,0,6.6965,6.8622,6.7738,6.8792,-16.743,-31.985,-43.065,224.57,74.075,866.15
4.77,3.117,-2.1348,0.60577,-0.51357,-0.4184,0.39246,0.63809,8.3547,9.9299,1.056,-0.93057,-1.2049,-0.94765,-29.992,10.466,-5.8899,0,0,0,6.6948,6.8583,6.7742,6.8777,-14.704,-31.197,-34.426,184.51,83.088,859.6
4.78,3.199,-2.035,0.61603,-0.5161,-0.4209,0.39719,0.63145,8.054,10.033,0.99556,-0.68196,-1.1201,-0.91794,-30.13,10.158,-6.1914,0,0,0,6.6946,6.8542,6.776,6.8762,-13.026,-30.332,-25.911,152.36,89.471,841.44
4.79,3.278,-1.9341,0.62567,-0.51779,-0.42285,0.40192,0.62574,7.7521,10.133,0.93249,-0.43863,-1.0432,-0.88691,-30.253,9.859,-6.4089,0,0,0,6.6959,6.8503,6.7791,6.8747,-11.633,-29.416,-17.631,127.38,93.366,812.92
4.8,3.3541,-1.8323,0.63467,-0.51867,-0.42429,0.40668,0.62094,7.449,10.23,0.86765,-0.20383,-0.97375,-0.85474,-30.363,9.5696,-6.5452,0,0,0,6.6989,6.8467,6.7833,6.8732,-10.457,-28.473,-9.6831,108.82,94.918,775.31
4.81,3.427,-1.7295,0.64302,-0.5188,-0.42522,0.41152,0.61699,7.1449,10.325,0.80184,0.019572,-0.91102,-0.82176,-30.463,9.2896,-6.6039,0,0,0,6.7036,6.8435,6.7884,6.8718,-9.438,-27.525,-2.1514,95.927,94.272,729.85
4.82,3.4969,-1.6258,0.65071,-0.51823,-0.42567,0.41645,0.61384,6.8398,10.416,0.73582,0.22908,-0.85461,-0.78836,-30.553,9.019,-6.5898,0,0,0,6.7099,6.8409,6.7942,6.8703,-8.5223,-26.594,4.8918,87.96,91.573,677.8
4.83,3.5638,-1.5212,0.65774,-0.51703,-0.42566,0.4215,0.61142,6.5339,10.505,0.67027,0.42261,-0.80416,-0.75501,-30.633,8.7576,-6.5079,0,0,0,6.7179,6.8389,6.8006,6.8689,-7.6648,-25.7,11.387,84.167,86.964,620.41
4.84,3.6276,-1.4157,0.66412,-0.51525,-0.42521,0.42667,0.60964,6.2272,10.591,0.60586,0.59852,-0.75944,-0.72223,-30.706,8.5048,-6.3641,0,0,0,6.7274,6.8378,6.8074,6.8677,-6.8275,-24.861,17.286,83.801,80.59,558.95
4.85,3.6884,-1.3094,0.66986,-0.51297,-0.42434,0.43199,0.60842,5.9198,10.675,0.54318,0.75563,-0.72031,-0.69056,-30.77,8.2601,-6.1643,0,0,0,6.7383,6.8375,6.8145,6.8666,-5.9799,-24.094,22.556,86.113,72.597,494.67
4.86,3.746,-1.2022,0.67499,-0.51026,-0.42308,0.43744,0.60769,5.6118,10.756,0.48274,0.89322,-0.68675,-0.66053,-30.825,8.0227,-5.9151,0,0,0,6.7504,6.8381,6.8216,6.8656,-5.0989,-23.414,27.175,90.354,63.127,428.82
4.87,3.8006,-1.0943,0.67952,-0.50719,-0.42145,0.44304,0.60733,5.3033,10.836,0.42502,1.011,-0.65879,-0.63267,-30.872,7.7915,-5.623,0,0,0,6.7635,6.8395,6.8287,6.8649,-4.1689,-22.835,31.132,95.776,52.326,362.66
4.88,3.8521,-0.98553,0.6835,-0.50381,-0.4195,0.44877,0.60729,4.9944,10.912,0.3704,1.1091,-0.6365,-0.60744,-30.909,7.5656,-5.2947,0,0,0,6.7772,6.8416,6.8354,6.8642,-3.1819,-22.371,34.431,101.63,40.339,297.44
4.89,3.9005,-0.87604,0.68694,-0.5002,-0.41725,0.45463,0.60746,4.6852,10.987,0.31923,1.1882,-0.62,-0.5853,-30.935,7.3437,-4.9365,0,0,0,6.7913,6.8444,6.8415,6.8637,-2.1373,-22.032,37.088,107.17,27.309,234.43
4.9,3.9458,-0.76581,0.68989,-0.4964,-0.41475,0.46062,0.60778,4.3757,11.059,0.27175,1.2493,-0.6094,-0.56665,-30.951,7.1245,-4.555,0,0,0,6.8053,6.8477,6.8469,6.8632,-1.042,-21.828,39.131,111.65,13.381,174.87
4.91,3.988,-0.65486,0.69239,-0.49246,-0.41204,0.46672,0.60817,4.0662,11.129,0.22818,1.2936,-0.60483,-0.55182,-30.956,6.9066,-4.1558,0,0,0,6.819,6.8512,6.8512,6.8626,0.089552,-21.767,40.601,114.31,-1.3,120.02
4.92,4.0271,-0.54323,0.69447,-0.48843,-0.40917,0.47293,0.60857,3.7566,11.197,0.18867,1.323,-0.60641,-0.54112,-30.949,6.6887,-3.7447,0,0,0,6.832,6.8549,6.8544,6.8617,1.2357,-21.856,41.551,114.49,-16.591,71.033
4.93,4.0631,-0.43092,0.69618,-0.48433,-0.40618,0.47923,0.60892,3.4472,11.263,0.15332,1.3391,-0.61422,-0.53477,-30.931,6.469,-3.3263,0,0,0,6.8441,6.8586,6.8562,6.8606,2.3709,-22.1,42.042,112.16,-32.361,28.071
4.94,4.0961,-0.31797,0.69755,-0.48019,-0.40311,0.48561,0.60918,3.138,11.327,0.12216,1.3437,-0.62832,-0.5329,-30.902,6.2461,-2.9052,0,0,0,6.8551,6.8618,6.8566,6.8589,3.4717,-22.504,42.132,107.66,-48.482,-9.2053
4.95,4.1259,-0.2044,0.69863,-0.47603,-0.40001,0.49208,0.6093,2.8292,11.388,0.095209,1.3383,-0.64868,-0.53557,-30.862,6.0184,-2.4849,0,0,0,6.8648,6.8646,6.8558,6.8568,4.518,-23.071,41.876,101.32,-64.829,-41.14
4.96,4.1526,-0.090219,0.69947,-0.47185,-0.39691,0.49863,0.60925,2.5208,11.447,0.072446,1.3244,-0.67526,-0.54279,-30.812,5.7842,-2.0686,0,0,0,6.8731,6.8667,6.8536,6.854,5.4931,-23.801,41.325,93.473,-81.276,-68.08
4.97,4.1763,0.024537,0.7001,-0.46767,-0.39388,0.50524,0.609,2.213,11.504,0.053814,1.3031,-0.70795,-0.55448,-30.752,5.5418,-1.6592,0,0,0,6.8799,6.868,6.8502,6.8505,6.3835,-24.696,40.529,84.446,-97.697,-90.368
4.98,4.1969,0.13985,0.70056,-0.46348,-0.39093,0.51192,0.60852,1.9058,11.558,0.039232,1.2755,-0.7466,-0.57053,-30.685,5.2897,-1.2587,0,0,0,6.8853,6.8685,6.8456,6.8464,7.1792,-25.755,39.532,74.573,-113.96,-108.35
4.99,4.2144,0.25568,0.7009,-0.45928,-0.38811,0.51866,0.6078,1.5993,11.609,0.028603,1.2427,-0.79104,-0.59079,-30.609,5.0262,-0.86906,0,0,0,6.8893,6.8681,6.8399,6.8416,7.8733,-26.975,38.376,64.185,-129.95,-122.37
5,4.2289,0.37203,0.70114,-0.45506,-0.38546,0.52546,0.60682,1.2937,11.658,0.021811,1.2054,-0.84104,-0.61508,-30.527,4.7497,-0.49161,0,0,0,6.8918,6.8668,6.8332,6.8363,8.4623,-28.352,37.097,53.616,-145.54,-132.78
5.01,4.2403,0.48884,0.70134,-0.45082,-0.38301,0.53231,0.60556,0.98881,11.704,0.018727,1.1645,-0.89634,-0.64316,-30.44,4.4586,-0.12741,0,0,0,6.893,6.8648,6.8257,6.8305,8.9461,-29.884,35.731,43.196,-160.59,-139.92
5.02,4.2487,0.6061,0.70153,-0.44655,-0.3808,0.5392,0.60402,0.68486,11.747,0.019216,1.1207,-0.95662,-0.67478,-30.349,4.1515,0.22282,0,0,0,6.893,6.862,6.8176,6.8243,9.3278,-31.562,34.308,33.256,-174.98,-144.13
5.03,4.254,0.72378,0.70174,-0.44223,-0.37884,0.54614,0.60219,0.38185,11.787,0.023135,1.0745,-1.0215,-0.70965,-30.254,3.8269,0.55866,0,0,0,6.8919,6.8587,6.8089,6.8178,9.6139,-33.381,32.857,24.13,-188.6,-145.77
5.04,4.2563,0.84184,0.702,-0.43786,-0.37717,0.55313,0.60006,0.079791,11.824,0.030341,1.0266,-1.0907,-0.74747,-30.157,3.4835,0.87994,0,0,0,6.8897,6.8548,6.8001,6.8113,9.8142,-35.331,31.4,16.149,-201.3,-145.17
5.05,4.2556,0.96025,0.70236,-0.4334,-0.37581,0.56014,0.59764,-0.22128,11.857,0.040686,0.97745,-1.1637,-0.78788,-30.058,3.1199,1.1867,0,0,0,6.8867,6.8507,6.7911,6.8049,9.9418,-37.403,29.96,9.6441,-212.96,-142.68
5.06,4.2519,1.079,0.70283,-0.42886,-0.37477,0.56719,0.59491,-0.52137,11.886,0.054027,0.92751,-1.24,-0.83052,-29.958,2.735,1.4792,0,0,0,6.8831,6.8464,6.7823,6.7988,10.013,-39.586,28.552,4.9476,-223.47,-138.64
5.07,4.2452,1.198,0.70345,-0.4242,-0.37408,0.57427,0.59188,-0.82045,11.912,0.070225,0.87725,-1.3191,-0.87502,-29.858,2.3278,1.7579,0,0,0,6.879,6.8421,6.774,6.7931,10.048,-41.868,27.191,2.3912,-232.69,-133.41
5.08,4.2355,1.3172,0.70424,-0.41943,-0.37375,0.58137,0.58856,-1.1185,11.933,0.089141,0.82713,-1.4005,-0.92097,-29.757,1.8974,2.0233,0,0,0,6.8746,6.838,6.7662,6.7881,10.069,-44.235,25.887,2.3067,-240.49,-127.33
5.09,4.2228,1.4366,0.70524,-0.41452,-0.37378,0.58848,0.58493,-1.4156,11.949,0.11065,0.77757,-1.4837,-0.96797,-29.656,1.4429,2.2759,0,0,0,6.87,6.8343,6.7592,6.784,10.103,-46.673,24.646,5.026,-246.75,-120.73
5.1,4.2072,1.5562,0.70646,-0.40946,-0.37418,0.59561,0.58102,-1.7117,11.961,0.13462,0.72899,-1.5679,-1.0156,-29.555,0.96373,2.5164,0,0,0,6.8654,6.8311,6.7531,6.7807,10.18,-49.165,23.472,10.881,-251.34,-113.98
5.11,4.1886,1.6758,0.70794,-0.40424,-0.37494,0.60274,0.57681,-2.0067,11.969,0.16094,0.6818,-1.6527,-1.0635,-29.453,0.45946,2.7455,0,0,0,6.861,6.8286,6.7481,6.7786,10.333,-51.694,22.366,20.186,-254.15,-107.39
